HumanGeneID,MouseOrthologGeneID,Symbol,Synonyms,Description,MitoCarta3.0_List,MitoCarta3.0_Evidence,MitoCarta3.0_SubMitoLocalization,MitoCarta3.0_MitoPathways,TrainingDataset,MitoCarta2.0_Score,MitoCarta2.0_FDR,MitoCarta2.0_List,MitoCarta2.0_Evidence,EnsemblGeneID_mapping_version_20200130,UniProt,ProteinLength,TargetP_Score,MitoDomain_Score,CoexpressionGnfN50_Score,PGC_Induction_Score,YeastMitoHomolog_Score,RickettsiaHomolog_Score,MSMS_Score,hg19_Chromosome,hg19_Start,hg19_Stop,MSMS_NUM_TISSUES,MSMS_NUM_PEPTIDES_UNIQUE,MSMS_NUM_SPECTRA,MSMS_TOTAL_INTENSITY,MSMS_PERCENT_COVERAGE,Tissues,cerebrum_total_peak_intensity_log10,cerebellum_total_peak_intensity_log10,brainstem_total_peak_intensity_log10,spinalcord_total_peak_intensity_log10,kidney_total_peak_intensity_log10,liver_total_peak_intensity_log10,heart_total_peak_intensity_log10,skeletalmuscle_total_peak_intensity_log10,adipose_total_peak_intensity_log10,smallintestine_total_peak_intensity_log10,largeintestine_total_peak_intensity_log10,stomach_total_peak_intensity_log10,placenta_total_peak_intensity_log10,testis_total_peak_intensity_log10,HPA_Main_Location_2020 (Reliability)
118980,94279.0,SFXN2,SLC56A2,sideroflexin 2,MitoCarta3.0,"mito protein domain+, coexpression",MIM,Small molecule transport > Sideroflexins,Tpossible_mito,7.053,0.028,1.0,"mito protein domain+, coexpression",ENSG00000156398,Q96NB2,322,,MitoDomain,8.0,,HomologMitoLowConf,NoHomolog,50-75crude,chr10,104474297.0,104498946.0,7.0,18.0,79.0,1070000000.0,60.0,"kidney, liver, adipose, largeintestine, stomach, placenta, testis",,,,,8.2,8.6,,,8.0,,7.6,8.0,7.9,8.2,Mitochondria (Approved)
2194,14104.0,FASN,FAS|OA-519|SDR27X1,fatty acid synthase,MitoCarta3.0,"Rickettsial homolog, mito protein domain, coexpression",IMS,Metabolism > Lipid metabolism,Tpossible_mito,7.0321,0.028,1.0,"Rickettsial homolog, mito protein domain, coexpression",ENSG00000169710,P49327,2511,,SharedDomain,11.0,-0.59,HomologMitoLowConf,Homolog,50-75crude,chr17,80036213.0,80056106.0,11.0,136.0,455.0,5350000000.0,67.0,"cerebrum, cerebellum, brainstem, spinalcord, liver, skeletalmuscle, adipose, smallintestine, stomach, placenta, testis",7.5,8.0,9.0,7.5,,8.0,,7.2,9.4,6.6,,6.3,8.0,9.2,Cytosol;Plasma membrane (Enhanced)
65018,68943.0,PINK1,BRPK|PARK6,PTEN induced kinase 1,MitoCarta3.0,"literature, targetP signal+, mito protein domain, coexpression",MOM,Mitochondrial dynamics and surveillance > Mitophagy | Mitochondrial dynamics and surveillance > Autophagy | Signaling,Tmito,6.985,0.028,1.0,"literature, targetP signal+, mito protein domain, coexpression",ENSG00000158828,Q9BXM7,581,1.0,SharedDomain,20.0,,NoMitoHomolog,NoHomolog,,chr1,20959947.0,20978004.0,,,,,,,,,,,,,,,,,,,,,
80775,66343.0,TMEM177,-,transmembrane protein 177,MitoCarta3.0,"targetP signal, coexpression, MS/MS",MIM,OXPHOS > Complex IV > CIV assembly factors | OXPHOS > OXPHOS assembly factors,Tnon_mito,6.9732,0.028,1.0,"targetP signal, coexpression, MS/MS",ENSG00000144120,Q53S58,311,2.0,,19.0,,NoMitoHomolog,NoHomolog,25-50ambig,chr2,120436742.0,120439694.0,5.0,8.0,16.0,282000000.0,31.0,"cerebrum, adipose, stomach, placenta, testis",7.5,,,,,,,,7.8,,,6.9,7.4,8.2,Nucleoli fibrillar center;Nucleoplasm (Approved)
7296,50493.0,TXNRD1,GRIM-12|TR|TR1|TRXR1|TXNR,thioredoxin reductase 1,MitoCarta3.0,"GFP, Rickettsial homolog, mito protein domain, coexpression, MS/MS",unknown,Metabolism > Detoxification > ROS and glutathione metabolism | Metabolism > Detoxification > Selenoproteins,Tmito,6.9481,0.029,1.0,"GFP, Rickettsial homolog, mito protein domain, coexpression, MS/MS",ENSG00000198431,Q16881,649,,SharedDomain,5.0,,HomologMitoLowConf,Homolog,25-50ambig,chr12,104609556.0,104744085.0,4.0,14.0,30.0,455000000.0,36.0,"skeletalmuscle, smallintestine, placenta, testis",,,,,,,,7.2,,8.5,,,7.6,7.8,Nucleoplasm (Supported)
79896,208967.0,THNSL1,TSH1,threonine synthase like 1,MitoCarta3.0,"APEX_matrix, mito protein domain, MS/MS++",Matrix,0,Tmito,6.9426,0.029,1.0,"APEX_matrix, mito protein domain, MS/MS++",ENSG00000185875,Q8IYQ7,743,4.0,SharedDomain,3.0,,NoMitoHomolog,NoHomolog,50-75pure,chr10,25305507.0,25315593.0,9.0,36.0,257.0,5280000000.0,54.0,"cerebrum, cerebellum, brainstem, spinalcord, skeletalmuscle, adipose, largeintestine, stomach, testis",8.9,8.6,8.8,8.9,,,,7.6,7.9,,7.7,7.2,,9.4,Nuclear bodies (Approved)
2224,110196.0,FDPS,FPPS|FPS|POROK9,farnesyl diphosphate synthase,MitoCarta3.0,"targetP signal, mito protein domain, MS/MS+",MIM,Metabolism > Lipid metabolism > Cholesterol-associated,Tpossible_mito,6.8633,0.03,1.0,"targetP signal, mito protein domain, MS/MS+",ENSG00000160752,P14324,419,2.0,SharedDomain,,,NoMitoHomolog,NoHomolog,25-50pure,chr1,155278538.0,155290457.0,5.0,10.0,28.0,387000000.0,37.0,"liver, adipose, smallintestine, largeintestine, placenta",,,,,,7.9,,,7.1,7.5,7.7,,8.3,,Cytosol (Approved)
3422,319554.0,IDI1,IPP1|IPPI1,isopentenyl-diphosphate delta isomerase 1,MitoCarta3.0,"targetP signal, mito protein domain, MS/MS+",Matrix,Metabolism > Lipid metabolism > Cholesterol-associated,Tpossible_mito,6.8633,0.03,1.0,"targetP signal, mito protein domain, MS/MS+",ENSG00000067064,Q13907,284,2.0,SharedDomain,,,NoMitoHomolog,NoHomolog,25-50pure,chr10,1085963.0,1095061.0,12.0,14.0,99.0,1950000000.0,45.0,"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, adipose, smallintestine, largeintestine, stomach, placenta, testis",8.4,8.4,8.6,8.2,8.4,7.8,,,8.0,7.7,7.9,7.2,8.3,8.4,
7156,21975.0,TOP3A,MGRISCE2|PEOB5|TOP3|ZGRF7,DNA topoisomerase III alpha,MitoCarta3.0,"APEX_matrix, targetP signal+, Rickettsial homolog, mito protein domain",Matrix,Mitochondrial central dogma > mtDNA maintenance > mtDNA replication,Tmito,6.7725,0.03,1.0,"APEX_matrix, targetP signal+, Rickettsial homolog, mito protein domain",ENSG00000177302|ENSG00000284238,Q13472,1001,1.0,SharedDomain,2.0,,NoMitoHomolog,Homolog,0-25ambig,chr17,18177234.0,18218321.0,1.0,2.0,3.0,26800000.0,4.0,testis,,,,,,,,,,,,,,7.4,
94033,67634.0,FTMT,MTF,ferritin mitochondrial,MitoCarta3.0,"literature, targetP signal+, mito protein domain, MS/MS",Matrix,Metabolism > Metals and cofactors > Iron homeostasis,Tmito,6.7693,0.03,1.0,"literature, targetP signal+, mito protein domain, MS/MS",ENSG00000181867,Q8N4E7,242,1.0,SharedDomain,2.0,,NoMitoHomolog,NoHomolog,25-50ambig,chr5,121187649.0,121188523.0,1.0,9.0,18.0,1090000000.0,48.0,testis,,,,,,,,,,,,,,9.0,
92483,106557.0,LDHAL6B,LDH6B|LDHAL6|LDHL,lactate dehydrogenase A like 6B,MitoCarta3.0,"targetP signal, Rickettsial homolog, mito protein domain, MS/MS",Matrix,Metabolism > Carbohydrate metabolism,Tpossible_mito,6.7613,0.03,1.0,"targetP signal, Rickettsial homolog, mito protein domain, MS/MS",ENSG00000171989,Q9BYZ2,381,3.0,SharedDomain,2.0,,NoMitoHomolog,Homolog,50-75ambig,chr15,59499014.0,59500785.0,12.0,24.0,812.0,63800000000.0,73.0,"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, adipose, smallintestine, largeintestine, stomach, placenta, testis",7.8,7.6,8.7,7.9,7.7,6.8,,,7.9,8.5,7.4,7.0,8.3,10.8,
9650,67472.0,MTFR1,CHPPR|FAM54A2,mitochondrial fission regulator 1,MitoCarta3.0,"literature, targetP signal, mito protein domain+, coexpression",Membrane,Mitochondrial dynamics and surveillance > Fission,Tmito,6.7258,0.031,1.0,"literature, targetP signal, mito protein domain+, coexpression",ENSG00000066855,Q15390,348,3.0,MitoDomain,11.0,,NoMitoHomolog,NoHomolog,,chr8,66556887.0,66622798.0,,,,,,,,,,,,,,,,,,,,,Mitochondria (Supported)
23786,94044.0,BCL2L13,BCL-RAMBO|Bcl2-L-13|MIL1,BCL2 like 13,MitoCarta3.0,"literature, mito protein domain, coexpression, MS/MS+",MOM,Mitochondrial dynamics and surveillance > Mitophagy | Mitochondrial dynamics and surveillance > Autophagy | Mitochondrial dynamics and surveillance > Apoptosis,Tmito,6.6819,0.031,1.0,"literature, mito protein domain, coexpression, MS/MS+",ENSG00000099968,Q9BXK5,509,,SharedDomain,11.0,0.49,NoMitoHomolog,NoHomolog,25-50pure,chr22,18121349.0,18213621.0,13.0,17.0,284.0,4600000000.0,49.0,"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, heart, skeletalmuscle, adipose, largeintestine, stomach, placenta, testis",8.5,8.4,8.6,8.0,8.1,6.4,8.8,8.9,8.9,,8.4,7.6,8.8,8.4,Mitochondria (Enhanced)
54931,52575.0,TRMT10C,COXPD30|HNYA|MRPP1|RG9MTD1,"tRNA methyltransferase 10C, mitochondrial RNase P subunit",MitoCarta3.0,"literature, APEX_matrix, GFP, targetP signal+, mito protein domain, coexpression",Matrix,Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > mtRNA metabolism > Polycistronic mtRNA processing | Mitochondrial central dogma > mtRNA metabolism > mt-tRNA modifications,Tmito,6.654,0.031,1.0,"literature, APEX_matrix, GFP, targetP signal+, mito protein domain, coexpression",ENSG00000174173,Q7L0Y3,403,1.0,SharedDomain,7.0,,NoMitoHomolog,NoHomolog,0-25ambig,chr3,101280679.0,101285290.0,2.0,4.0,4.0,17400000.0,8.0,"largeintestine, placenta",,,,,,,,,,,5.6,,7.2,,Mitochondria (Supported)
11332,70025.0,ACOT7,ACH1|ACT|BACH|CTE-II|LACH|LACH1|hBACH,acyl-CoA thioesterase 7,MitoCarta3.0,"targetP signal+, mito protein domain, induction",Matrix,Metabolism > Lipid metabolism,Tpossible_mito,6.6503,0.031,1.0,"targetP signal+, mito protein domain, induction",ENSG00000097021,O00154,380,1.0,SharedDomain,1.0,1.09,NoMitoHomolog,NoHomolog,0-25crude,chr1,6324331.0,6453826.0,4.0,6.0,18.0,205000000.0,17.0,"brainstem, spinalcord, adipose, largeintestine",,,7.9,7.8,,,,,7.6,,7.3,,,,Cytosol (Supported)
51106,224481.0,TFB1M,CGI-75|CGI75|mtTFB|mtTFB1,"transcription factor B1, mitochondrial",MitoCarta3.0,"literature, APEX_matrix, Rickettsial homolog, mito protein domain, MS/MS+",Matrix,Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > mtRNA metabolism > mt-rRNA modifications | Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly,Tmito,6.6493,0.031,1.0,"literature, APEX_matrix, Rickettsial homolog, mito protein domain, MS/MS+",ENSG00000029639,Q8WVM0,346,5.0,SharedDomain,3.0,,NoMitoHomolog,Homolog,25-50pure,chr6,155577263.0,155635617.0,4.0,12.0,29.0,551000000.0,41.0,"brainstem, largeintestine, placenta, testis",,,7.5,,,,,,,,7.4,,7.9,8.6,
381,11844.0,ARF5,-,ADP ribosylation factor 5,MitoCarta3.0,"targetP signal, mito protein domain, coexpression, MS/MS",unknown,0,Tnon_mito,6.6427,0.031,1.0,"targetP signal, mito protein domain, coexpression, MS/MS",ENSG00000004059,P84085,180,3.0,SharedDomain,7.0,,NoMitoHomolog,NoHomolog,50-75ambig,chr7,127228405.0,127231759.0,12.0,15.0,149.0,5230000000.0,73.0,"cerebrum, cerebellum, brainstem, spinalcord, liver, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis",8.9,8.8,9.3,8.8,,7.4,,6.9,7.7,8.4,8.0,7.4,8.5,8.6,
55013,66815.0,MCUB,CCDC109B,mitochondrial calcium uniporter dominant negative subunit beta,MitoCarta3.0,"literature, targetP signal, mito protein domain+",MIM,Signaling > Calcium homeostasis > Calcium cycle | Small molecule transport > Calcium uniporter,Tmito,6.6374,0.031,1.0,"literature, targetP signal, mito protein domain+",ENSG00000005059,Q9NWR8,336,2.0,MitoDomain,2.0,,NoMitoHomolog,NoHomolog,0-25ambig,chr4,110481354.0,110608872.0,1.0,4.0,6.0,82600000.0,23.0,placenta,,,,,,,,,,,,,7.9,,Mitochondria;Nucleoplasm;Vesicles (Approved)
56652,226153.0,TWNK,ATXN8|C10orf2|IOSCA|MTDPS7|PEO|PEO1|PEOA3|PRLTS5|SANDO|SCA8|TWINL,twinkle mtDNA helicase,MitoCarta3.0,"literature, APEX_matrix, targetP signal, induction, coexpression",Matrix,Mitochondrial central dogma > mtDNA maintenance > mtDNA replication | Mitochondrial central dogma > mtDNA maintenance > mtDNA nucleoid,Tmito,6.6296,0.031,1.0,"literature, APEX_matrix, targetP signal, induction, coexpression",ENSG00000107815,Q96RR1,684,2.0,,13.0,1.99,NoMitoHomolog,NoHomolog,,chr10,102747292.0,102754158.0,,,,,,,,,,,,,,,,,,,,,
27249,109129.0,MMADHC,C2orf25|CL25022|cblD,metabolism of cobalamin associated D,MitoCarta3.0,"APEX_matrix, targetP signal, induction, coexpression",Matrix,Metabolism > Vitamin metabolism > Vitamin B12 metabolism,Tmito,6.6165,0.031,1.0,"APEX_matrix, targetP signal, induction, coexpression",ENSG00000168288,Q9H3L0,296,2.0,,20.0,0.64,NoMitoHomolog,NoHomolog,,chr2,150426146.0,150444330.0,,,,,,,,,,,,,,,,,,,,,
29920,69051.0,PYCR2,HLD10|P5CR2,pyrroline-5-carboxylate reductase 2,MitoCarta3.0,"APEX_matrix, mito protein domain, MS/MS++",Matrix,Metabolism > Amino acid metabolism > Proline metabolism,Tmito,6.537,0.031,1.0,"APEX_matrix, mito protein domain, MS/MS++",ENSG00000143811,Q96C36,320,5.0,SharedDomain,2.0,,NoMitoHomolog,NoHomolog,50-75pure,chr1,226107576.0,226112040.0,9.0,23.0,212.0,6960000000.0,72.0,"cerebrum, cerebellum, brainstem, spinalcord, adipose, largeintestine, stomach, placenta, testis",8.4,7.8,8.2,8.8,,,,,8.6,,8.7,8.3,9.4,9.3,Mitochondria (Approved)
100131187,226654.0,TSTD1,KAT|TST,thiosulfate sulfurtransferase like domain containing 1,MitoCarta3.0,"Rickettsial homolog, mito protein domain, MS/MS",unknown,Metabolism > Sulfur metabolism,Tpossible_mito,6.4969,0.032,1.0,"Rickettsial homolog, mito protein domain, MS/MS",ENSG00000215845,Q8NFU3,115,4.0,SharedDomain,3.0,,HomologMitoLowConf,Homolog,25-50ambig,chr1,161007421.0,161008774.0,3.0,7.0,26.0,1250000000.0,38.0,"kidney, smallintestine, largeintestine",,,,,7.6,,,,,8.2,9.0,,,,Cytoplasmic bodies;Cytosol (Approved)
57149,73919.0,LYRM1,A211C6.1,LYR motif containing 1,MitoCarta3.0,"GFP, mito protein domain+, MS/MS",unknown,0,Tmito,6.4202,0.033,1.0,"GFP, mito protein domain+, MS/MS",ENSG00000102897,O43325,122,5.0,MitoDomain,2.0,,NoMitoHomolog,NoHomolog,25-50ambig,chr16,20911556.0,20936328.0,2.0,5.0,12.0,94700000.0,34.0,"brainstem, testis",,,7.2,,,,,,,,,,,7.9,Nucleoplasm (Supported)
114876,64291.0,OSBPL1A,ORP-1|ORP1|OSBPL1B,oxysterol binding protein like 1A,MitoCarta3.0,"Rickettsial homolog, mito protein domain, induction, MS/MS",unknown,"Metabolism > Lipid metabolism > Cholesterol, bile acid, steroid synthesis | Metabolism > Lipid metabolism > Phospholipid metabolism",Tnon_mito,6.4032,0.033,1.0,"Rickettsial homolog, mito protein domain, induction, MS/MS",ENSG00000141447,Q9BXW6,950,,SharedDomain,0.0,5.89,NoMitoHomolog,Homolog,0-25pure,chr18,21742010.0,21977833.0,4.0,10.0,15.0,440000000.0,14.0,"cerebrum, liver, largeintestine, placenta",8.5,,,,,6.2,,,,,7.4,,8.1,,Cytosol;Nucleoplasm (Approved)
9401,79456.0,RECQL4,RECQ4,RecQ like helicase 4,MitoCarta3.0,"targetP signal, Rickettsial homolog, mito protein domain, coexpression",Matrix,Mitochondrial central dogma > mtDNA maintenance > mtDNA repair,Tnon_mito,6.4021,0.034,1.0,"targetP signal, Rickettsial homolog, mito protein domain, coexpression",ENSG00000160957,O94761,1208,2.0,SharedDomain,10.0,,NoMitoHomolog,Homolog,,chr8,145736666.0,145743210.0,,,,,,,,,,,,,,,,,,,,,Nucleoplasm (Enhanced)
100131801,100503890.0,PET100,C19orf79,PET100 cytochrome c oxidase chaperone,MitoCarta3.0,"literature, yeast mito homolog++, MS/MS",MIM,OXPHOS > Complex IV > CIV assembly factors | OXPHOS > OXPHOS assembly factors,Tmito,6.3815,0.035,1.0,"literature, yeast mito homolog++, MS/MS",ENSG00000229833,P0DJ07,73,,,1.0,,OrthologMitoHighConf,NoHomolog,25-50ambig,chr19,7694670.0,7696510.0,8.0,7.0,52.0,267000000.0,47.0,"cerebrum, spinalcord, kidney, liver, heart, smallintestine, largeintestine, placenta",7.4,,,7.1,7.8,6.8,7.1,,,7.4,8.0,,7.3,,Mitochondria (Approved)
54332,14545.0,GDAP1,CMT4|CMT4A|CMTRIA,ganglioside induced differentiation associated protein 1,MitoCarta3.0,"APEX_IMS, mito protein domain, MS/MS++",MOM,0,Tmito,6.3802,0.035,1.0,"APEX_IMS, mito protein domain, MS/MS++",ENSG00000104381,Q8TB36,358,,SharedDomain,1.0,,HomologMitoLowConf,NoHomolog,50-75pure,chr8,75262617.0,75279335.0,4.0,19.0,173.0,5460000000.0,51.0,"cerebrum, cerebellum, brainstem, spinalcord",9.2,8.8,9.3,9.1,,,,,,,,,,,Mitochondria (Supported)
219402,76366.0,MTIF3,IF3mt,mitochondrial translational initiation factor 3,MitoCarta3.0,"literature, APEX_matrix, Rickettsial homolog, mito protein domain, coexpression",Matrix,Mitochondrial central dogma > Translation > Translation factors,Tmito,6.3646,0.035,1.0,"literature, APEX_matrix, Rickettsial homolog, mito protein domain, coexpression",ENSG00000122033,Q9H2K0,278,5.0,SharedDomain,7.0,,NoMitoHomolog,Ortholog,0-25ambig,chr13,28009775.0,28024739.0,1.0,4.0,4.0,14200000.0,12.0,largeintestine,,,,,,,,,,,7.2,,,,Mitochondria (Supported)
7374,22256.0,UNG,DGU|HIGM4|HIGM5|UDG|UNG1|UNG15|UNG2,uracil DNA glycosylase,MitoCarta3.0,"literature, targetP signal, yeast mito homolog, mito protein domain, induction",Matrix,Mitochondrial central dogma > mtDNA maintenance > mtDNA repair,Tmito,6.3004,0.035,1.0,"literature, targetP signal, yeast mito homolog, mito protein domain, induction",ENSG00000076248,P13051,313,3.0,SharedDomain,2.0,2.12,HomologMitoHighConf,NoHomolog,,chr12,109535398.0,109548798.0,,,,,,,,,,,,,,,,,,,,,Cytosol (Approved)
10249,107146.0,GLYAT,ACGNAT|CAT|GAT,glycine-N-acyltransferase,MitoCarta3.0,"literature, mito protein domain, coexpression, MS/MS+",Matrix,Metabolism > Amino acid metabolism > Glycine metabolism | Metabolism > Detoxification > Xenobiotic metabolism,Tmito,6.2978,0.035,1.0,"literature, mito protein domain, coexpression, MS/MS+",ENSG00000149124,Q6IB77,296,,SharedDomain,10.0,,NoMitoHomolog,NoHomolog,75-100ambig,chr11,58476229.0,58499447.0,4.0,24.0,382.0,54800000000.0,81.0,"spinalcord, kidney, liver, placenta",,,,7.0,10.6,10.2,,,,,,,7.4,,
79763,664994.0,ISOC2,-,isochorismatase domain containing 2,MitoCarta3.0,"APEX_matrix, targetP signal, MS/MS++",Matrix,0,Tmito,6.2195,0.035,1.0,"APEX_matrix, targetP signal, MS/MS++",ENSG00000063241,Q96AB3,221,2.0,NonMitoDomain,,,NoMitoHomolog,NoHomolog,75-100pure,chr19,55964345.0,55973049.0,14.0,19.0,1315.0,124000000000.0,97.0,all 14,9.8,9.8,10.2,9.6,10.5,10.3,9.4,8.9,10.0,9.4,9.7,9.5,9.7,10.2,Mitochondria (Approved)
516,11951.0,ATP5MC1,ATP5A|ATP5G|ATP5G1,ATP synthase membrane subunit c locus 1,MitoCarta3.0,"literature, yeast mito homolog+, Rickettsial homolog, mito protein domain",MIM,OXPHOS > Complex V > CV subunits | OXPHOS > OXPHOS subunits,Tmito,6.1649,0.035,1.0,"literature, yeast mito homolog+, Rickettsial homolog, mito protein domain",ENSG00000159199,P05496,136,4.0,SharedDomain,,,OrthologMitoLowConf,Homolog,,chr17,46970147.0,46973232.0,,,,,,,,,,,,,,,,,,,,,
5860,110391.0,QDPR,DHPR|HDHPR|PKU2|SDR33C1,quinoid dihydropteridine reductase,MitoCarta3.0,"APEX_matrix, targetP signal, mito protein domain, induction",Matrix,Metabolism > Metals and cofactors > Tetrahydrobiopterin synthesis | Metabolism > Vitamin metabolism > Folate and 1-C metabolism,Tmito,6.1455,0.036,1.0,"APEX_matrix, targetP signal, mito protein domain, induction",ENSG00000151552,P09417,244,2.0,SharedDomain,2.0,0.57,NoMitoHomolog,NoHomolog,50-75crude,chr4,17488015.0,17513857.0,10.0,17.0,91.0,2440000000.0,70.0,"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, adipose, stomach, placenta, testis",8.4,8.2,9.0,8.4,8.5,8.5,,,7.4,,,7.1,7.9,7.8,Mitochondria (Approved)
79934,76889.0,COQ8B,ADCK4|NPHS9,coenzyme Q8B,MitoCarta3.0,"APEX_matrix, GFP, yeast mito homolog+, Rickettsial homolog, mito protein domain",MIM,Metabolism > Metals and cofactors > Coenzyme Q metabolism,Tmito,6.1454,0.036,1.0,"APEX_matrix, GFP, yeast mito homolog+, Rickettsial homolog, mito protein domain",ENSG00000123815,Q96D53,544,,SharedDomain,1.0,,OrthologMitoLowConf,Homolog,0-25ambig,chr19,41197433.0,41222790.0,4.0,11.0,40.0,295000000.0,23.0,"adipose, smallintestine, largeintestine, placenta",,,,,,,,,8.0,7.5,7.5,,8.1,,Mitochondria (Enhanced)
85865,207704.0,GTPBP10,ObgH2|UG0751c10,GTP binding protein 10,MitoCarta3.0,"APEX_matrix, yeast mito homolog+, Rickettsial homolog, mito protein domain",Matrix,Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly,Tmito,6.1454,0.036,1.0,"APEX_matrix, yeast mito homolog+, Rickettsial homolog, mito protein domain",ENSG00000105793,A4D1E9,387,,SharedDomain,1.0,,OrthologMitoLowConf,Homolog,0-25ambig,chr7,89975978.0,90020769.0,2.0,4.0,12.0,39400000.0,11.0,"largeintestine, placenta",,,,,,,,,,,7.2,,7.4,,
706,12257.0,TSPO,BPBS|BZRP|DBI|IBP|MBR|PBR|PBS|PKBS|PTBR|mDRC|pk18,translocator protein,MitoCarta3.0,"literature, mito protein domain, MS/MS++",MOM,"Metabolism > Lipid metabolism > Cholesterol, bile acid, steroid synthesis",Tmito,6.1239,0.038,1.0,"literature, mito protein domain, MS/MS++",ENSG00000100300,P30536,169,,SharedDomain,3.0,0.3,NoMitoHomolog,NoHomolog,75-100pure,chr22,43547519.0,43559248.0,10.0,13.0,272.0,8210000000.0,96.0,"spinalcord, kidney, liver, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis",,,,7.6,9.1,8.8,,7.5,9.2,8.3,8.8,8.6,9.4,8.7,Cytosol;Mitochondria (Approved)
2495,14319.0,FTH1,FHC|FTH|FTHL6|HFE5|PIG15|PLIF,ferritin heavy chain 1,MitoCarta3.0,"mito protein domain, MS/MS++",unknown,Metabolism > Metals and cofactors > Iron homeostasis,Tpossible_mito,6.1239,0.038,1.0,"mito protein domain, MS/MS++",ENSG00000167996,P02794,183,,SharedDomain,1.0,-0.53,NoMitoHomolog,NoHomolog,75-100pure,chr11,61731756.0,61735132.0,10.0,18.0,126.0,2220000000.0,91.0,"cerebrum, cerebellum, brainstem, spinalcord, liver, adipose, smallintestine, largeintestine, stomach, placenta",7.9,6.7,8.4,7.7,,8.1,,,8.3,8.0,7.5,7.9,9.1,,Microtubules (Approved)
55621,212528.0,TRMT1,MRT68|TRM1,tRNA methyltransferase 1,MitoCarta3.0,"targetP signal+, mito protein domain, coexpression",Matrix,Mitochondrial central dogma > mtRNA metabolism > mt-tRNA modifications,Tnon_mito,6.1111,0.038,1.0,"targetP signal+, mito protein domain, coexpression",ENSG00000104907,Q9NXH9,659,1.0,SharedDomain,6.0,,HomologMitoLowConf,NoHomolog,,chr19,13215713.0,13227563.0,,,,,,,,,,,,,,,,,,,,,Cytosol;Plasma membrane (Approved)
90956,57869.0,ADCK2,AARF,aarF domain containing kinase 2,MitoCarta3.0,"GFP, targetP signal, yeast mito homolog, Rickettsial homolog, mito protein domain",MIM,0,Tmito,6.1095,0.039,1.0,"GFP, targetP signal, yeast mito homolog, Rickettsial homolog, mito protein domain",ENSG00000133597,Q7Z695,626,2.0,SharedDomain,4.0,,HomologMitoHighConf,Homolog,,chr7,140372952.0,140394908.0,,,,,,,,,,,,,,,,,,,,,Centrosome;Cytosol (Uncertain)
100130890,77032.0,TSTD3,-,thiosulfate sulfurtransferase like domain containing 3,MitoCarta3.0,"mito protein domain, induction, MS/MS",unknown,0,Tnon_mito,6.0678,0.039,1.0,"mito protein domain, induction, MS/MS",ENSG00000279170,H0UI37,97,,SharedDomain,4.0,1.18,HomologMitoLowConf,NoHomolog,50-75ambig,chr6,99968869.0,99981059.0,12.0,10.0,86.0,1040000000.0,52.0,"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, adipose, smallintestine, largeintestine, stomach, placenta, testis",7.9,7.9,8.0,7.9,8.1,8.1,,,7.6,8.2,8.0,6.9,7.9,7.3,
92259,66128.0,MRPS36,DC47|MRP-S36,mitochondrial ribosomal protein S36,MitoCarta3.0,"literature, APEX_matrix, MS/MS++",Matrix,Mitochondrial central dogma > Translation > Mitochondrial ribosome | Metabolism > Carbohydrate metabolism > TCA cycle,Tmito,6.0327,0.04,1.0,"literature, APEX_matrix, MS/MS++",ENSG00000134056|ENSG00000278461,P82909,103,4.0,,,,NoMitoHomolog,NoHomolog,75-100pure,chr5,68513572.0,68525985.0,14.0,6.0,218.0,18200000000.0,75.0,all 14,9.1,8.9,9.3,8.9,9.5,9.0,8.8,8.8,9.3,8.6,9.2,8.8,9.3,9.0,Mitochondria (Enhanced)
57546,382051.0,PDP2,PDPC 2|PPM2B|PPM2C2,pyruvate dehyrogenase phosphatase catalytic subunit 2,MitoCarta3.0,"APEX_matrix, yeast mito homolog+, mito protein domain, coexpression",Matrix,Metabolism > Carbohydrate metabolism > Pyruvate metabolism,Tmito,6.0269,0.04,1.0,"APEX_matrix, yeast mito homolog+, mito protein domain, coexpression",ENSG00000172840,Q9P2J9,529,,SharedDomain,9.0,,OrthologMitoLowConf,NoHomolog,0-25ambig,chr16,66914382.0,66925002.0,1.0,6.0,7.0,114000000.0,13.0,adipose,,,,,,,,,8.1,,,,,,Mitochondria (Supported)
