Symbol,SubMitoLocalization_raw,MitoPathway_raw,SubMitoLocalization,MitoPathway
DNAJC19,MIM,"Protein import, sorting and homeostasis > Protein import and sorting > Import motor",MIM,Protein import
DNAJC19,MIM,"Protein import, sorting and homeostasis > Protein import and sorting > Import motor",MIM,sorting and homeostasis > Protein import and sorting > Import motor
OTC,Matrix,Metabolism > Amino acid metabolism > Urea cycle,Matrix,Metabolism > Amino acid metabolism > Urea cycle
COX7A2L,MIM,OXPHOS > Complex IV > CIV subunits | OXPHOS > OXPHOS subunits | OXPHOS > OXPHOS assembly factors | OXPHOS > Respirasome assembly,MIM,OXPHOS > Complex IV > CIV subunits
COX7A2L,MIM,OXPHOS > Complex IV > CIV subunits | OXPHOS > OXPHOS subunits | OXPHOS > OXPHOS assembly factors | OXPHOS > Respirasome assembly,MIM,OXPHOS > OXPHOS subunits
COX7A2L,MIM,OXPHOS > Complex IV > CIV subunits | OXPHOS > OXPHOS subunits | OXPHOS > OXPHOS assembly factors | OXPHOS > Respirasome assembly,MIM,OXPHOS > OXPHOS assembly factors
COX7A2L,MIM,OXPHOS > Complex IV > CIV subunits | OXPHOS > OXPHOS subunits | OXPHOS > OXPHOS assembly factors | OXPHOS > Respirasome assembly,MIM,OXPHOS > Respirasome assembly
MTERF3,Matrix,Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly,Matrix,Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly
SFXN2,MIM,Small molecule transport > Sideroflexins,MIM,Small molecule transport > Sideroflexins
FASN,IMS,Metabolism > Lipid metabolism,IMS,Metabolism > Lipid metabolism
PINK1,MOM,Mitochondrial dynamics and surveillance > Mitophagy | Mitochondrial dynamics and surveillance > Autophagy | Signaling,MOM,Mitochondrial dynamics and surveillance > Mitophagy
PINK1,MOM,Mitochondrial dynamics and surveillance > Mitophagy | Mitochondrial dynamics and surveillance > Autophagy | Signaling,MOM,Mitochondrial dynamics and surveillance > Autophagy
PINK1,MOM,Mitochondrial dynamics and surveillance > Mitophagy | Mitochondrial dynamics and surveillance > Autophagy | Signaling,MOM,Signaling
TMEM177,MIM,OXPHOS > Complex IV > CIV assembly factors | OXPHOS > OXPHOS assembly factors,MIM,OXPHOS > Complex IV > CIV assembly factors
TMEM177,MIM,OXPHOS > Complex IV > CIV assembly factors | OXPHOS > OXPHOS assembly factors,MIM,OXPHOS > OXPHOS assembly factors
TXNRD1,unknown,Metabolism > Detoxification > ROS and glutathione metabolism | Metabolism > Detoxification > Selenoproteins,unknown,Metabolism > Detoxification > ROS and glutathione metabolism
TXNRD1,unknown,Metabolism > Detoxification > ROS and glutathione metabolism | Metabolism > Detoxification > Selenoproteins,unknown,Metabolism > Detoxification > Selenoproteins
THNSL1,Matrix,0,Matrix,0
FDPS,MIM,Metabolism > Lipid metabolism > Cholesterol-associated,MIM,Metabolism > Lipid metabolism > Cholesterol-associated
IDI1,Matrix,Metabolism > Lipid metabolism > Cholesterol-associated,Matrix,Metabolism > Lipid metabolism > Cholesterol-associated
TOP3A,Matrix,Mitochondrial central dogma > mtDNA maintenance > mtDNA replication,Matrix,Mitochondrial central dogma > mtDNA maintenance > mtDNA replication
FTMT,Matrix,Metabolism > Metals and cofactors > Iron homeostasis,Matrix,Metabolism > Metals and cofactors > Iron homeostasis
LDHAL6B,Matrix,Metabolism > Carbohydrate metabolism,Matrix,Metabolism > Carbohydrate metabolism
MTFR1,Membrane,Mitochondrial dynamics and surveillance > Fission,Membrane,Mitochondrial dynamics and surveillance > Fission
BCL2L13,MOM,Mitochondrial dynamics and surveillance > Mitophagy | Mitochondrial dynamics and surveillance > Autophagy | Mitochondrial dynamics and surveillance > Apoptosis,MOM,Mitochondrial dynamics and surveillance > Mitophagy
BCL2L13,MOM,Mitochondrial dynamics and surveillance > Mitophagy | Mitochondrial dynamics and surveillance > Autophagy | Mitochondrial dynamics and surveillance > Apoptosis,MOM,Mitochondrial dynamics and surveillance > Autophagy
BCL2L13,MOM,Mitochondrial dynamics and surveillance > Mitophagy | Mitochondrial dynamics and surveillance > Autophagy | Mitochondrial dynamics and surveillance > Apoptosis,MOM,Mitochondrial dynamics and surveillance > Apoptosis
TRMT10C,Matrix,Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > mtRNA metabolism > Polycistronic mtRNA processing | Mitochondrial central dogma > mtRNA metabolism > mt-tRNA modifications,Matrix,Mitochondrial central dogma > mtRNA metabolism > mtRNA granules
TRMT10C,Matrix,Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > mtRNA metabolism > Polycistronic mtRNA processing | Mitochondrial central dogma > mtRNA metabolism > mt-tRNA modifications,Matrix,Mitochondrial central dogma > mtRNA metabolism > Polycistronic mtRNA processing
TRMT10C,Matrix,Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > mtRNA metabolism > Polycistronic mtRNA processing | Mitochondrial central dogma > mtRNA metabolism > mt-tRNA modifications,Matrix,Mitochondrial central dogma > mtRNA metabolism > mt-tRNA modifications
ACOT7,Matrix,Metabolism > Lipid metabolism,Matrix,Metabolism > Lipid metabolism
TFB1M,Matrix,Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > mtRNA metabolism > mt-rRNA modifications | Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly,Matrix,Mitochondrial central dogma > mtRNA metabolism > mtRNA granules
TFB1M,Matrix,Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > mtRNA metabolism > mt-rRNA modifications | Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly,Matrix,Mitochondrial central dogma > mtRNA metabolism > mt-rRNA modifications
TFB1M,Matrix,Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > mtRNA metabolism > mt-rRNA modifications | Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly,Matrix,Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly
ARF5,unknown,0,unknown,0
MCUB,MIM,Signaling > Calcium homeostasis > Calcium cycle | Small molecule transport > Calcium uniporter,MIM,Signaling > Calcium homeostasis > Calcium cycle
MCUB,MIM,Signaling > Calcium homeostasis > Calcium cycle | Small molecule transport > Calcium uniporter,MIM,Small molecule transport > Calcium uniporter
TWNK,Matrix,Mitochondrial central dogma > mtDNA maintenance > mtDNA replication | Mitochondrial central dogma > mtDNA maintenance > mtDNA nucleoid,Matrix,Mitochondrial central dogma > mtDNA maintenance > mtDNA replication
TWNK,Matrix,Mitochondrial central dogma > mtDNA maintenance > mtDNA replication | Mitochondrial central dogma > mtDNA maintenance > mtDNA nucleoid,Matrix,Mitochondrial central dogma > mtDNA maintenance > mtDNA nucleoid
MMADHC,Matrix,Metabolism > Vitamin metabolism > Vitamin B12 metabolism,Matrix,Metabolism > Vitamin metabolism > Vitamin B12 metabolism
PYCR2,Matrix,Metabolism > Amino acid metabolism > Proline metabolism,Matrix,Metabolism > Amino acid metabolism > Proline metabolism
TSTD1,unknown,Metabolism > Sulfur metabolism,unknown,Metabolism > Sulfur metabolism
LYRM1,unknown,0,unknown,0
OSBPL1A,unknown,"Metabolism > Lipid metabolism > Cholesterol, bile acid, steroid synthesis | Metabolism > Lipid metabolism > Phospholipid metabolism",unknown,Metabolism > Lipid metabolism > Cholesterol
OSBPL1A,unknown,"Metabolism > Lipid metabolism > Cholesterol, bile acid, steroid synthesis | Metabolism > Lipid metabolism > Phospholipid metabolism",unknown,bile acid
OSBPL1A,unknown,"Metabolism > Lipid metabolism > Cholesterol, bile acid, steroid synthesis | Metabolism > Lipid metabolism > Phospholipid metabolism",unknown,steroid synthesis | Metabolism > Lipid metabolism > Phospholipid metabolism
RECQL4,Matrix,Mitochondrial central dogma > mtDNA maintenance > mtDNA repair,Matrix,Mitochondrial central dogma > mtDNA maintenance > mtDNA repair
PET100,MIM,OXPHOS > Complex IV > CIV assembly factors | OXPHOS > OXPHOS assembly factors,MIM,OXPHOS > Complex IV > CIV assembly factors
PET100,MIM,OXPHOS > Complex IV > CIV assembly factors | OXPHOS > OXPHOS assembly factors,MIM,OXPHOS > OXPHOS assembly factors
GDAP1,MOM,0,MOM,0
MTIF3,Matrix,Mitochondrial central dogma > Translation > Translation factors,Matrix,Mitochondrial central dogma > Translation > Translation factors
UNG,Matrix,Mitochondrial central dogma > mtDNA maintenance > mtDNA repair,Matrix,Mitochondrial central dogma > mtDNA maintenance > mtDNA repair
GLYAT,Matrix,Metabolism > Amino acid metabolism > Glycine metabolism | Metabolism > Detoxification > Xenobiotic metabolism,Matrix,Metabolism > Amino acid metabolism > Glycine metabolism
GLYAT,Matrix,Metabolism > Amino acid metabolism > Glycine metabolism | Metabolism > Detoxification > Xenobiotic metabolism,Matrix,Metabolism > Detoxification > Xenobiotic metabolism
ISOC2,Matrix,0,Matrix,0
ATP5MC1,MIM,OXPHOS > Complex V > CV subunits | OXPHOS > OXPHOS subunits,MIM,OXPHOS > Complex V > CV subunits
ATP5MC1,MIM,OXPHOS > Complex V > CV subunits | OXPHOS > OXPHOS subunits,MIM,OXPHOS > OXPHOS subunits
QDPR,Matrix,Metabolism > Metals and cofactors > Tetrahydrobiopterin synthesis | Metabolism > Vitamin metabolism > Folate and 1-C metabolism,Matrix,Metabolism > Metals and cofactors > Tetrahydrobiopterin synthesis
QDPR,Matrix,Metabolism > Metals and cofactors > Tetrahydrobiopterin synthesis | Metabolism > Vitamin metabolism > Folate and 1-C metabolism,Matrix,Metabolism > Vitamin metabolism > Folate and 1-C metabolism
COQ8B,MIM,Metabolism > Metals and cofactors > Coenzyme Q metabolism,MIM,Metabolism > Metals and cofactors > Coenzyme Q metabolism
GTPBP10,Matrix,Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly,Matrix,Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly
TSPO,MOM,"Metabolism > Lipid metabolism > Cholesterol, bile acid, steroid synthesis",MOM,Metabolism > Lipid metabolism > Cholesterol
TSPO,MOM,"Metabolism > Lipid metabolism > Cholesterol, bile acid, steroid synthesis",MOM,bile acid
TSPO,MOM,"Metabolism > Lipid metabolism > Cholesterol, bile acid, steroid synthesis",MOM,steroid synthesis
FTH1,unknown,Metabolism > Metals and cofactors > Iron homeostasis,unknown,Metabolism > Metals and cofactors > Iron homeostasis
TRMT1,Matrix,Mitochondrial central dogma > mtRNA metabolism > mt-tRNA modifications,Matrix,Mitochondrial central dogma > mtRNA metabolism > mt-tRNA modifications
ADCK2,MIM,0,MIM,0
TSTD3,unknown,0,unknown,0
MRPS36,Matrix,Mitochondrial central dogma > Translation > Mitochondrial ribosome | Metabolism > Carbohydrate metabolism > TCA cycle,Matrix,Mitochondrial central dogma > Translation > Mitochondrial ribosome
MRPS36,Matrix,Mitochondrial central dogma > Translation > Mitochondrial ribosome | Metabolism > Carbohydrate metabolism > TCA cycle,Matrix,Metabolism > Carbohydrate metabolism > TCA cycle
PDP2,Matrix,Metabolism > Carbohydrate metabolism > Pyruvate metabolism,Matrix,Metabolism > Carbohydrate metabolism > Pyruvate metabolism
AGPAT5,MOM,Metabolism > Lipid metabolism > Cardiolipin synthesis | Metabolism > Lipid metabolism > Phospholipid metabolism,MOM,Metabolism > Lipid metabolism > Cardiolipin synthesis
AGPAT5,MOM,Metabolism > Lipid metabolism > Cardiolipin synthesis | Metabolism > Lipid metabolism > Phospholipid metabolism,MOM,Metabolism > Lipid metabolism > Phospholipid metabolism
MCRIP2,unknown,Signaling,unknown,Signaling
UCP2,MIM,Small molecule transport > SLC25A family,MIM,Small molecule transport > SLC25A family
SLC25A37,MIM,Metabolism > Metals and cofactors > Iron homeostasis | Small molecule transport > SLC25A family,MIM,Metabolism > Metals and cofactors > Iron homeostasis
SLC25A37,MIM,Metabolism > Metals and cofactors > Iron homeostasis | Small molecule transport > SLC25A family,MIM,Small molecule transport > SLC25A family
SLC25A28,MIM,Metabolism > Metals and cofactors > Iron homeostasis | Small molecule transport > SLC25A family,MIM,Metabolism > Metals and cofactors > Iron homeostasis
SLC25A28,MIM,Metabolism > Metals and cofactors > Iron homeostasis | Small molecule transport > SLC25A family,MIM,Small molecule transport > SLC25A family
SLC25A48,MIM,Small molecule transport > SLC25A family,MIM,Small molecule transport > SLC25A family
SLC25A43,MIM,Small molecule transport > SLC25A family,MIM,Small molecule transport > SLC25A family
SLC25A47,MIM,Small molecule transport > SLC25A family,MIM,Small molecule transport > SLC25A family
SLC25A41,MIM,Metabolism > Nucleotide metabolism > Nucleotide import | Small molecule transport > SLC25A family,MIM,Metabolism > Nucleotide metabolism > Nucleotide import
SLC25A41,MIM,Metabolism > Nucleotide metabolism > Nucleotide import | Small molecule transport > SLC25A family,MIM,Small molecule transport > SLC25A family
SLC25A34,MIM,Small molecule transport > SLC25A family,MIM,Small molecule transport > SLC25A family
EPHX2,unknown,Metabolism > Detoxification > Xenobiotic metabolism | Metabolism > Lipid metabolism,unknown,Metabolism > Detoxification > Xenobiotic metabolism
EPHX2,unknown,Metabolism > Detoxification > Xenobiotic metabolism | Metabolism > Lipid metabolism,unknown,Metabolism > Lipid metabolism
NUDT5,unknown,Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing,unknown,Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing
MICU1,MIM,Signaling > Calcium homeostasis > Calcium cycle | Signaling > Calcium homeostasis > EF hand proteins | Small molecule transport > Calcium uniporter,MIM,Signaling > Calcium homeostasis > Calcium cycle
MICU1,MIM,Signaling > Calcium homeostasis > Calcium cycle | Signaling > Calcium homeostasis > EF hand proteins | Small molecule transport > Calcium uniporter,MIM,Signaling > Calcium homeostasis > EF hand proteins
MICU1,MIM,Signaling > Calcium homeostasis > Calcium cycle | Signaling > Calcium homeostasis > EF hand proteins | Small molecule transport > Calcium uniporter,MIM,Small molecule transport > Calcium uniporter
SOD1,IMS,Metabolism > Detoxification > ROS and glutathione metabolism,IMS,Metabolism > Detoxification > ROS and glutathione metabolism
SERHL2,unknown,0,unknown,0
NDUFAF3,MIM,OXPHOS > Complex I > CI assembly factors | OXPHOS > OXPHOS assembly factors,MIM,OXPHOS > Complex I > CI assembly factors
NDUFAF3,MIM,OXPHOS > Complex I > CI assembly factors | OXPHOS > OXPHOS assembly factors,MIM,OXPHOS > OXPHOS assembly factors
BOLA3,Matrix,Metabolism > Metals and cofactors > Fe-S cluster biosynthesis | Metabolism > Metals and cofactors > Fe-S-containing proteins,Matrix,Metabolism > Metals and cofactors > Fe-S cluster biosynthesis
BOLA3,Matrix,Metabolism > Metals and cofactors > Fe-S cluster biosynthesis | Metabolism > Metals and cofactors > Fe-S-containing proteins,Matrix,Metabolism > Metals and cofactors > Fe-S-containing proteins
OCIAD2,unknown,Signaling,unknown,Signaling
RSAD1,MIM,Metabolism > Metals and cofactors > Fe-S-containing proteins,MIM,Metabolism > Metals and cofactors > Fe-S-containing proteins
CHCHD6,MIM,Mitochondrial dynamics and surveillance > Cristae formation > MICOS complex,MIM,Mitochondrial dynamics and surveillance > Cristae formation > MICOS complex
FASTKD2,Matrix,Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > mtRNA metabolism > Polycistronic mtRNA processing | Mitochondrial central dogma > mtRNA metabolism > mtRNA stability and decay | Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly,Matrix,Mitochondrial central dogma > mtRNA metabolism > mtRNA granules
FASTKD2,Matrix,Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > mtRNA metabolism > Polycistronic mtRNA processing | Mitochondrial central dogma > mtRNA metabolism > mtRNA stability and decay | Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly,Matrix,Mitochondrial central dogma > mtRNA metabolism > Polycistronic mtRNA processing
FASTKD2,Matrix,Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > mtRNA metabolism > Polycistronic mtRNA processing | Mitochondrial central dogma > mtRNA metabolism > mtRNA stability and decay | Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly,Matrix,Mitochondrial central dogma > mtRNA metabolism > mtRNA stability and decay
FASTKD2,Matrix,Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > mtRNA metabolism > Polycistronic mtRNA processing | Mitochondrial central dogma > mtRNA metabolism > mtRNA stability and decay | Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly,Matrix,Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly
PEX11B,Membrane,0,Membrane,0
TMEM186,MIM,OXPHOS > Complex I > CI assembly factors | OXPHOS > OXPHOS assembly factors,MIM,OXPHOS > Complex I > CI assembly factors
TMEM186,MIM,OXPHOS > Complex I > CI assembly factors | OXPHOS > OXPHOS assembly factors,MIM,OXPHOS > OXPHOS assembly factors
PIF1,Matrix,Mitochondrial central dogma > mtDNA maintenance,Matrix,Mitochondrial central dogma > mtDNA maintenance
FABP1,unknown,Metabolism > Metals and cofactors > Heme synthesis and processing | Metabolism > Lipid metabolism,unknown,Metabolism > Metals and cofactors > Heme synthesis and processing
FABP1,unknown,Metabolism > Metals and cofactors > Heme synthesis and processing | Metabolism > Lipid metabolism,unknown,Metabolism > Lipid metabolism
ABCD1,Membrane,Small molecule transport > ABC transporters,Membrane,Small molecule transport > ABC transporters
PLPBP,Matrix,Metabolism > Vitamin metabolism > Vitamin B6 metabolism,Matrix,Metabolism > Vitamin metabolism > Vitamin B6 metabolism
DBI,unknown,Metabolism > Lipid metabolism,unknown,Metabolism > Lipid metabolism
PNPT1,Matrix|IMS,Mitochondrial central dogma > mtRNA metabolism > mtRNA stability and decay,Matrix,Mitochondrial central dogma > mtRNA metabolism > mtRNA stability and decay
PNPT1,Matrix|IMS,Mitochondrial central dogma > mtRNA metabolism > mtRNA stability and decay,IMS,Mitochondrial central dogma > mtRNA metabolism > mtRNA stability and decay
TOP1MT,Matrix,Mitochondrial central dogma > mtDNA maintenance > mtDNA replication | Mitochondrial central dogma > mtRNA metabolism > Transcription,Matrix,Mitochondrial central dogma > mtDNA maintenance > mtDNA replication
TOP1MT,Matrix,Mitochondrial central dogma > mtDNA maintenance > mtDNA replication | Mitochondrial central dogma > mtRNA metabolism > Transcription,Matrix,Mitochondrial central dogma > mtRNA metabolism > Transcription
RNASEH1,Matrix,Mitochondrial central dogma > mtDNA maintenance > mtDNA replication | Mitochondrial central dogma > mtRNA metabolism > mtRNA stability and decay,Matrix,Mitochondrial central dogma > mtDNA maintenance > mtDNA replication
RNASEH1,Matrix,Mitochondrial central dogma > mtDNA maintenance > mtDNA replication | Mitochondrial central dogma > mtRNA metabolism > mtRNA stability and decay,Matrix,Mitochondrial central dogma > mtRNA metabolism > mtRNA stability and decay
ABCA9,Membrane,Small molecule transport > ABC transporters,Membrane,Small molecule transport > ABC transporters
SCP2,MIM,"Metabolism > Lipid metabolism > Cholesterol, bile acid, steroid synthesis",MIM,Metabolism > Lipid metabolism > Cholesterol
SCP2,MIM,"Metabolism > Lipid metabolism > Cholesterol, bile acid, steroid synthesis",MIM,bile acid
SCP2,MIM,"Metabolism > Lipid metabolism > Cholesterol, bile acid, steroid synthesis",MIM,steroid synthesis
NT5DC3,Matrix,0,Matrix,0
CMC4,IMS,0,IMS,0
LDHB,unknown,Metabolism > Amino acid metabolism > Glyoxylate metabolism,unknown,Metabolism > Amino acid metabolism > Glyoxylate metabolism
YBEY,Matrix,Mitochondrial central dogma > mtRNA metabolism > Polycistronic mtRNA processing | Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly,Matrix,Mitochondrial central dogma > mtRNA metabolism > Polycistronic mtRNA processing
YBEY,Matrix,Mitochondrial central dogma > mtRNA metabolism > Polycistronic mtRNA processing | Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly,Matrix,Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly
HINT1,unknown,Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing,unknown,Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing
MUL1,MOM,"Protein import, sorting and homeostasis > Protein homeostasis | Mitochondrial dynamics and surveillance > Fission | Signaling",MOM,Protein import
MUL1,MOM,"Protein import, sorting and homeostasis > Protein homeostasis | Mitochondrial dynamics and surveillance > Fission | Signaling",MOM,sorting and homeostasis > Protein homeostasis | Mitochondrial dynamics and surveillance > Fission | Signaling
TK2,Matrix,Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing,Matrix,Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing
AGMAT,Matrix,Metabolism > Amino acid metabolism,Matrix,Metabolism > Amino acid metabolism
CMPK2,Matrix,Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing,Matrix,Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing
BID,MOM,Mitochondrial dynamics and surveillance > Apoptosis,MOM,Mitochondrial dynamics and surveillance > Apoptosis
ARL2,IMS,Mitochondrial dynamics and surveillance > Fusion,IMS,Mitochondrial dynamics and surveillance > Fusion
SYNJ2BP,MOM,Mitochondrial dynamics and surveillance > Organelle contact sites,MOM,Mitochondrial dynamics and surveillance > Organelle contact sites
MFF,MOM,Mitochondrial dynamics and surveillance > Fission,MOM,Mitochondrial dynamics and surveillance > Fission
DCXR,Matrix,Metabolism > Carbohydrate metabolism,Matrix,Metabolism > Carbohydrate metabolism
NUDT9,Matrix,Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing,Matrix,Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing
AMACR,Matrix,Metabolism > Lipid metabolism > Fatty acid oxidation,Matrix,Metabolism > Lipid metabolism > Fatty acid oxidation
VPS13D,MOM,Mitochondrial dynamics and surveillance > Mitophagy | Mitochondrial dynamics and surveillance > Autophagy,MOM,Mitochondrial dynamics and surveillance > Mitophagy
VPS13D,MOM,Mitochondrial dynamics and surveillance > Mitophagy | Mitochondrial dynamics and surveillance > Autophagy,MOM,Mitochondrial dynamics and surveillance > Autophagy
NUDT6,Matrix,0,Matrix,0
DMAC2,MIM,OXPHOS > Complex I > CI assembly factors | OXPHOS > OXPHOS assembly factors,MIM,OXPHOS > Complex I > CI assembly factors
DMAC2,MIM,OXPHOS > Complex I > CI assembly factors | OXPHOS > OXPHOS assembly factors,MIM,OXPHOS > OXPHOS assembly factors
MRM2,Matrix,Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > mtRNA metabolism > mt-rRNA modifications | Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly,Matrix,Mitochondrial central dogma > mtRNA metabolism > mtRNA granules
MRM2,Matrix,Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > mtRNA metabolism > mt-rRNA modifications | Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly,Matrix,Mitochondrial central dogma > mtRNA metabolism > mt-rRNA modifications
MRM2,Matrix,Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > mtRNA metabolism > mt-rRNA modifications | Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly,Matrix,Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly
BAK1,MOM,Mitochondrial dynamics and surveillance > Apoptosis,MOM,Mitochondrial dynamics and surveillance > Apoptosis
DHODH,MIM,"Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing | Metabolism > Electron carriers > Q-linked reactions, other",MIM,Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing | Metabolism > Electron carriers > Q-linked reactions
DHODH,MIM,"Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing | Metabolism > Electron carriers > Q-linked reactions, other",MIM,other
MAOB,MOM,Metabolism > Amino acid metabolism > Catechol metabolism | Metabolism > Detoxification > Xenobiotic metabolism,MOM,Metabolism > Amino acid metabolism > Catechol metabolism
MAOB,MOM,Metabolism > Amino acid metabolism > Catechol metabolism | Metabolism > Detoxification > Xenobiotic metabolism,MOM,Metabolism > Detoxification > Xenobiotic metabolism
MGST3,MOM,Metabolism > Lipid metabolism > Eicosanoid metabolism,MOM,Metabolism > Lipid metabolism > Eicosanoid metabolism
ACP6,IMS,Metabolism > Lipid metabolism > Phospholipid metabolism,IMS,Metabolism > Lipid metabolism > Phospholipid metabolism
MRPL48,Matrix,Mitochondrial central dogma > Translation > Mitochondrial ribosome,Matrix,Mitochondrial central dogma > Translation > Mitochondrial ribosome
AGXT,Matrix,Metabolism > Amino acid metabolism > Serine metabolism | Metabolism > Amino acid metabolism > Glyoxylate metabolism,Matrix,Metabolism > Amino acid metabolism > Serine metabolism
AGXT,Matrix,Metabolism > Amino acid metabolism > Serine metabolism | Metabolism > Amino acid metabolism > Glyoxylate metabolism,Matrix,Metabolism > Amino acid metabolism > Glyoxylate metabolism
CYB5R3,MOM,Metabolism > Detoxification > Xenobiotic metabolism | Metabolism > Detoxification > Amidoxime reducing complex | Metabolism > Lipid metabolism,MOM,Metabolism > Detoxification > Xenobiotic metabolism
CYB5R3,MOM,Metabolism > Detoxification > Xenobiotic metabolism | Metabolism > Detoxification > Amidoxime reducing complex | Metabolism > Lipid metabolism,MOM,Metabolism > Detoxification > Amidoxime reducing complex
CYB5R3,MOM,Metabolism > Detoxification > Xenobiotic metabolism | Metabolism > Detoxification > Amidoxime reducing complex | Metabolism > Lipid metabolism,MOM,Metabolism > Lipid metabolism
DDX28,Matrix,Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly,Matrix,Mitochondrial central dogma > mtRNA metabolism > mtRNA granules
DDX28,Matrix,Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly,Matrix,Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly
PNKD,MIM,OXPHOS > Complex IV > CIV assembly factors | OXPHOS > OXPHOS assembly factors,MIM,OXPHOS > Complex IV > CIV assembly factors
PNKD,MIM,OXPHOS > Complex IV > CIV assembly factors | OXPHOS > OXPHOS assembly factors,MIM,OXPHOS > OXPHOS assembly factors
MICU3,MIM,Signaling > Calcium homeostasis > Calcium cycle | Signaling > Calcium homeostasis > EF hand proteins | Small molecule transport > Calcium uniporter,MIM,Signaling > Calcium homeostasis > Calcium cycle
MICU3,MIM,Signaling > Calcium homeostasis > Calcium cycle | Signaling > Calcium homeostasis > EF hand proteins | Small molecule transport > Calcium uniporter,MIM,Signaling > Calcium homeostasis > EF hand proteins
MICU3,MIM,Signaling > Calcium homeostasis > Calcium cycle | Signaling > Calcium homeostasis > EF hand proteins | Small molecule transport > Calcium uniporter,MIM,Small molecule transport > Calcium uniporter
BNIP3,MOM,Mitochondrial dynamics and surveillance > Apoptosis,MOM,Mitochondrial dynamics and surveillance > Apoptosis
MTX3,MOM,Mitochondrial dynamics and surveillance > Intramitochondrial membrane interactions,MOM,Mitochondrial dynamics and surveillance > Intramitochondrial membrane interactions
MUTYH,Matrix,Mitochondrial central dogma > mtDNA maintenance,Matrix,Mitochondrial central dogma > mtDNA maintenance
GTPBP6,Matrix,0,Matrix,0
CYP11A1,MIM,"Metabolism > Lipid metabolism > Cholesterol, bile acid, steroid synthesis | Metabolism > Metals and cofactors > Heme-containing proteins",MIM,Metabolism > Lipid metabolism > Cholesterol
CYP11A1,MIM,"Metabolism > Lipid metabolism > Cholesterol, bile acid, steroid synthesis | Metabolism > Metals and cofactors > Heme-containing proteins",MIM,bile acid
CYP11A1,MIM,"Metabolism > Lipid metabolism > Cholesterol, bile acid, steroid synthesis | Metabolism > Metals and cofactors > Heme-containing proteins",MIM,steroid synthesis | Metabolism > Metals and cofactors > Heme-containing proteins
OCIAD1,MOM,0,MOM,0
